business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
The House,4.5,$$$,Asian Fusion,3981,89,37.798519,Routine - Unscheduled,San Francisco,Low Risk,"(37.798519, -122.407071)",,488_20160525,488,1230 Grant Ave,2016-05-25 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,488_20160525_103149,-122.407071,CA,94133
The Ice Cream Bar,4.0,$$,Ice Cream & Frozen Yogurt,1101,96,37.766567,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.766567, -122.450189)",,66684_20150930,66684,815 COLE St,2015-09-30 00:00:00,Moderate risk vermin infestation,66684_20150930_103131,-122.450189,CA,94117
The Irish Bank Bar & Restaurant,3.5,$$,Irish,919,87,37.790324,Routine - Unscheduled,San Francisco,High Risk,"(37.790324, -122.404774)",,34814_20160420,34814,10 Mark Ln,2016-04-20 00:00:00,High risk food holding temperature,34814_20160420_103103,-122.404774,CA,94108
The Iron Cactus,2.5,$,Mexican,463,92,37.77741,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.77741, -122.395283)",,71056_20150313,71056,683 04th St,2015-03-13 00:00:00,Foods not protected from contamination,71056_20150313_103133,-122.395283,CA,94107
The Keystone,3.5,$$,Cocktail Bars,149,92,37.784915,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784915, -122.404832)",+14155984400,3394_20161031,3394,68 04th St,2016-10-31 00:00:00,Moderate risk food holding temperature,3394_20161031_103120,-122.404832,CA,94103
The Little Chihuahua,4.0,$$,Mexican,1312,96,37.771987,Routine - Unscheduled,San Francisco,Low Risk,"(37.771987, -122.437147)",,59988_20151008,59988,292 Divisadero St,2015-10-08 00:00:00,Low risk vermin infestation,59988_20151008_103161,-122.437147,CA,94117
The Little Chihuahua Mexican,4.0,$$,Mexican,1312,100,37.751243,Routine - Unscheduled,San Francisco,,"(37.751243, -122.434619)",,63000_20160608,63000,4123 24th St,2016-06-08 00:00:00,,,-122.434619,CA,94114
The Little Chihuahua Mexican Restaurant,4.0,$$,Mexican,1312,92,37.763664,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763664, -122.421736)",+14155207111,70494_20160921,70494,581 VALENCIA St,2016-09-21 00:00:00,Moderate risk food holding temperature,70494_20160921_103120,-122.421736,CA,94110
The Melt,4.0,$$$,Fondue,772,100,37.789394,Routine - Unscheduled,San Francisco,,"(37.789394, -122.390073)",,67150_20150310,67150,345 Spear St #125,2015-03-10 00:00:00,,,-122.390073,CA,94105
The Melt,4.0,$$$,Fondue,772,92,37.7872,Routine - Unscheduled,San Francisco,Low Risk,"(37.7872, -122.400097)",,66806_20140919,66806,115 New Montgomery,2014-09-19 00:00:00,No thermometers or uncalibrated thermometers,66806_20140919_103148,-122.400097,CA,94104
The Monk's Kettle,4.0,$$,Bars,1991,96,37.764814,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764814, -122.422979)",+14155869523,35591_20160823,35591,3141 16TH St,2016-08-23 00:00:00,Noncompliance with shell fish tags or display,35591_20160823_103125,-122.422979,CA,94103
The Morning Fix,4.0,$,Cafes,148,96,37.789548,Routine - Unscheduled,San Francisco,Low Risk,"(37.789548, -122.413964)",,27851_20161003,27851,1008 Bush St,2016-10-03 00:00:00,Unclean or degraded floors walls or ceilings,27851_20161003_103154,-122.413964,CA,94109
The Napper Tandy,4.0,$$,Pubs,288,92,37.752581,Routine - Unscheduled,San Francisco,Low Risk,"(37.752581, -122.416482)",,10227_20160210,10227,3200 24th St,2016-02-10 00:00:00,Unapproved or unmaintained equipment or utensils,10227_20160210_103144,-122.416482,CA,
The Old Clam House,3.5,$$,Seafood,636,84,37.743212,Routine - Unscheduled,San Francisco,High Risk,"(37.743212, -122.405055)",,65014_20150622,65014,299 BAYSHORE Blvd,2015-06-22 00:00:00,High risk food holding temperature,65014_20150622_103103,-122.405055,CA,94124
The Old Ship Saloon,3.5,$$,Pubs,312,81,37.797728,Routine - Unscheduled,San Francisco,High Risk,"(37.797728, -122.400693)",,1836_20160502,1836,298 Pacific Ave,2016-05-02 00:00:00,Unclean or unsanitary food contact surfaces,1836_20160502_103109,-122.400693,CA,94111
The Page,3.5,$,Bars,446,98,37.772194,Routine - Unscheduled,San Francisco,Low Risk,"(37.772194, -122.437154)",,4231_20140312,4231,298 DIVISADERO St,2014-03-12 00:00:00,Unclean nonfood contact surfaces,4231_20140312_103142,-122.437154,CA,94117
The Pastry Cupboard,4.0,$,Bakeries,178,88,37.774459,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.774459, -122.420288)",,66737_20161209,66737,1596 MARKET St,2016-12-09 00:00:00,Inadequately cleaned or sanitized food contact surfaces,66737_20161209_103124,-122.420288,CA,94102
The Penthouse Club & Steakhouse,4.0,$$$,Adult Entertainment,102,89,37.798217,Routine - Unscheduled,San Francisco,Low Risk,"(37.798217, -122.404214)",,2987_20160520,2987,412 Broadway St,2016-05-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2987_20160520_103149,-122.404214,CA,94133
The Pier Market,3.5,$$,Seafood,1016,92,37.80824,Routine - Unscheduled,San Francisco,Low Risk,"(37.80824, -122.410189)",,3444_20150908,3444,Pier 39  Space 103,2015-09-08 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,3444_20150908_103149,-122.410189,CA,94133
The Pig & Whistle,4.0,$$,Pubs,409,92,37.782113,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.782113, -122.449171)",,3586_20151006,3586,2801 GEARY Blvd,2015-10-06 00:00:00,Foods not protected from contamination,3586_20151006_103133,-122.449171,CA,94118
The Pizza Place,3.5,$$,Pizza,675,94,37.752933,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.752933, -122.505619)",,32835_20160809,32835,3901 Noriega Street,2016-08-09 00:00:00,Moderate risk food holding temperature,32835_20160809_103120,-122.505619,CA,94122
The Plant Cafe,3.5,$$,Vegetarian,886,80,37.800407,Routine - Unscheduled,San Francisco,High Risk,"(37.800407, -122.437796)",,29429_20160706,29429,3352 STEINER ST,2016-07-06 00:00:00,High risk vermin infestation,29429_20160706_103114,-122.437796,CA,94123
The Plant Cafe Organic,3.5,$$,Vegetarian,1465,70,37.797473,Routine - Unscheduled,San Francisco,High Risk,"(37.797473, -122.39592)",,59922_20161221,59922,Pier 3  Suite 108,2016-12-21 00:00:00,High risk vermin infestation,59922_20161221_103114,-122.39592,CA,94111
The Plant Cafe Organic,3.5,$$,Vegetarian,1465,80,37.793424,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.793424, -122.398168)",,61499_20160603,61499,101 California St,2016-06-03 00:00:00,Inadequately cleaned or sanitized food contact surfaces,61499_20160603_103124,-122.398168,CA,94111
The Posh Bagel,3.0,$,Bagels,116,92,37.760954,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760954, -122.434935)",,315_20161110,315,495A CASTRO St,2016-11-10 00:00:00,Moderate risk food holding temperature,315_20161110_103120,-122.434935,CA,94114
The Posh Bagel,3.0,$,Sandwiches,148,84,37.764088,Routine - Unscheduled,San Francisco,Low Risk,"(37.764088, -122.465872)",,66280_20160415,66280,742 IRVING St,2016-04-15 00:00:00,Improper or defective plumbing,66280_20160415_103150,-122.465872,CA,94122
The Pub At S.F.S.U.,4.0,$,Pubs,50,94,37.720894,Routine - Unscheduled,San Francisco,Low Risk,"(37.720894, -122.478029)",,37507_20160518,37507,1650 Holloway Ave C-134,2016-05-18 00:00:00,Unapproved or unmaintained equipment or utensils,37507_20160518_103144,-122.478029,CA,94132
The Real Food Company,3.0,$$$,Health Markets,186,85,37.796478,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.796478, -122.421837)",,3337_20160726,3337,2140 Polk St,2016-07-26 00:00:00,Moderate risk vermin infestation,3337_20160726_103131,-122.421837,CA,94109
The Residence,4.0,$$,Lounges,161,90,37.767718,Routine - Unscheduled,San Francisco,Low Risk,"(37.767718, -122.429422)",,2809_20140328,2809,718 14th St,2014-03-28 00:00:00,Inadequate ventilation or lighting,2809_20140328_103147,-122.429422,CA,94114
The Roosevelt,4.0,$$,Mexican,375,93,37.752824,Routine - Unscheduled,San Francisco,,"(37.752824, -122.408599)",,71087_20150812,71087,2817 24th St,2015-08-12 00:00:00,,,-122.408599,CA,94110
The Royal Exchange Restaurant Co.,3.5,$$,Sports Bars,481,83,37.794274,Routine - Unscheduled,San Francisco,Low Risk,"(37.794274, -122.399237)",,3155_20160408,3155,301 Sacramento St,2016-04-08 00:00:00,Improper food storage,3155_20160408_103139,-122.399237,CA,94111
The Sacred Grounds Cafe,3.0,$,Coffee & Tea,126,90,37.773291,Routine - Unscheduled,San Francisco,Low Risk,"(37.773291, -122.450838)",,61592_20150402,61592,2095 HAYES St,2015-04-02 00:00:00,Unclean or degraded floors walls or ceilings,61592_20150402_103154,-122.450838,CA,94117
The Salad Place,4.5,$,American (Traditional),170,92,37.722649,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.722649, -122.435305)",,63488_20160722,63488,400 London St,2016-07-22 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,63488_20160722_103116,-122.435305,CA,94112
The Salvation Army,3.5,$,"Used, Vintage & Consignment",74,92,37.782938,Routine - Unscheduled,San Francisco,Low Risk,"(37.782938, -122.413133)",,37732_20160711,37732,240 Turk St,2016-07-11 00:00:00,Food safety certificate or food handler card not available,37732_20160711_103157,-122.413133,CA,94102
The Salvation Army,3.5,$,"Used, Vintage & Consignment",74,92,37.754397,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.754397, -122.420915)",+14155640260,5999_20160322,5999,1156 Valencia St,2016-03-22 00:00:00,Inadequately cleaned or sanitized food contact surfaces,5999_20160322_103124,-122.420915,CA,94110
The Sausage Factory,3.5,$$,Italian,479,89,37.760494,Routine - Unscheduled,San Francisco,Low Risk,"(37.760494, -122.434926)",,9553_20140506,9553,517 Castro,2014-05-06 00:00:00,Improper food storage,9553_20140506_103139,-122.434926,CA,94114
The Sentinel,4.0,$,Sandwiches,1243,94,37.788327,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788327, -122.401444)",,36474_20160811,36474,35 New Montgomery St,2016-08-11 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,36474_20160811_103116,-122.401444,CA,94104
The Spice & Tea Exchange,4.5,$$,Coffee & Tea,61,98,37.80824,Routine - Unscheduled,San Francisco,Low Risk,"(37.80824, -122.410189)",,68283_20161209,68283,Pier 39  #273,2016-12-09 00:00:00,Unclean or degraded floors walls or ceilings,68283_20161209_103154,-122.410189,CA,94133
The Station,3.5,$,Burgers,182,82,37.797129,Routine - Unscheduled,San Francisco,High Risk,"(37.797129, -122.40531)",,69828_20160518,69828,596 Pacific Ave,2016-05-18 00:00:00,Unclean hands or improper use of gloves,69828_20160518_103102,-122.40531,CA,94133
The Stinking Rose,3.5,$$,Italian,3228,92,37.798306,Routine - Unscheduled,San Francisco,Low Risk,"(37.798306, -122.407327)",,443_20160316,443,325 Columbus Ave,2016-03-16 00:00:00,Improper food storage,443_20160316_103139,-122.407327,CA,94133
The Sunset's Best Seafood Restaurant,3.5,$,Chinese,86,79,37.742048,Routine - Unscheduled,San Francisco,Low Risk,"(37.742048, -122.499002)",,985_20160614,985,3060 TARAVAL St,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,985_20160614_103154,-122.499002,CA,94116
The Sweet House,4.0,$,Candy Stores,171,100,37.775818,Routine - Unscheduled,San Francisco,,"(37.775818, -122.496401)",+14155871388,68716_20160819,68716,3512 BALBOA St,2016-08-19 00:00:00,,,-122.496401,CA,94121
The Sycamore,4.0,$$,Gastropubs,621,88,37.762789,Routine - Unscheduled,San Francisco,Low Risk,"(37.762789, -122.419495)",,64076_20161205,64076,2140 MISSION St,2016-12-05 00:00:00,Unapproved or unmaintained equipment or utensils,64076_20161205_103144,-122.419495,CA,94110
The Thai Stick,2.5,$$,Thai,389,92,37.787747,Routine - Unscheduled,San Francisco,Low Risk,"(37.787747, -122.41333)",,2927_20160802,2927,698 Post St,2016-08-02 00:00:00,Unclean nonfood contact surfaces,2927_20160802_103142,-122.41333,CA,94109
The Tipsy Pig,3.5,$$,Gastropubs,1349,92,37.800286,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800286, -122.439982)",,58861_20160330,58861,2231 CHESTNUT St,2016-03-30 00:00:00,Inadequately cleaned or sanitized food contact surfaces,58861_20160330_103124,-122.439982,CA,94123
The Village Market & Pizza,3.0,$,Pizza,52,96,37.723462,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.723462, -122.483012)",+14155374525,12344_20160511,12344,750 Font Blvd,2016-05-11 00:00:00,Moderate risk food holding temperature,12344_20160511_103120,-122.483012,CA,
The Waterfront Restaurant,3.0,$$$,Seafood,906,76,37.793874,Routine - Unscheduled,San Francisco,Low Risk,"(37.793874, -122.396464)",,116_20160527,116,Pier 7 Embarcadero,2016-05-27 00:00:00,Food safety certificate or food handler card not available,116_20160527_103157,-122.396464,CA,94111
The White Horse,4.0,$$,Pubs,235,76,37.788882,Routine - Unscheduled,San Francisco,High Risk,"(37.788882, -122.410833)",,2922_20161216,2922,637 Sutter St,2016-12-16 00:00:00,Unclean or unsanitary food contact surfaces,2922_20161216_103109,-122.410833,CA,94102
Thee Parkside,4.0,$,Bars,332,85,37.764987,Routine - Unscheduled,San Francisco,High Risk,"(37.764987, -122.399872)",+14155251330,33851_20161018,33851,1600 17th St,2016-10-18 00:00:00,High risk vermin infestation,33851_20161018_103114,-122.399872,CA,94107
Theo's Cheese Steak Shop,3.5,$$,Sandwiches,201,100,37.791864,Routine - Unscheduled,San Francisco,,"(37.791864, -122.393172)",,34451_20150113,34451,121 SPEAR St B19,2015-01-13 00:00:00,,,-122.393172,CA,94105
Third Avenue Food Mart,4.5,$,Convenience Stores,20,86,37.785343,Routine - Unscheduled,San Francisco,Low Risk,"(37.785343, -122.461547)",,37654_20160531,37654,4101 California St,2016-05-31 00:00:00,Unapproved or unmaintained equipment or utensils,37654_20160531_103144,-122.461547,CA,94118
Thorough Bread & Pastry,4.5,$,Bakeries,703,89,37.766667,Routine - Unscheduled,San Francisco,High Risk,"(37.766667, -122.428894)",,37234_20150916,37234,248 CHURCH,2015-09-16 00:00:00,Improper cooling methods,37234_20150916_103105,-122.428894,CA,94114
Three Star Restaurant,3.0,$,Chinese,31,89,37.753583,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.753583, -122.490839)",,4960_20161003,4960,2515 Noriega St,2016-10-03 00:00:00,Inadequate and inaccessible handwashing facilities,4960_20161003_103119,-122.490839,CA,94122
Thrive Cleanse,4.0,$$$,Juice Bars & Smoothies,78,92,37.799955,Routine - Unscheduled,San Francisco,Low Risk,"(37.799955, -122.437677)",,70138_20160311,70138,3330 Steiner St,2016-03-11 00:00:00,Improper food storage,70138_20160311_103139,-122.437677,CA,94123
Tin Vietnamese Cuisine,4.0,$$,Vietnamese,925,78,37.780828,Routine - Unscheduled,San Francisco,High Risk,"(37.780828, -122.405752)",,61391_20160826,61391,937 Howard St,2016-08-26 00:00:00,Improper cooling methods,61391_20160826_103105,-122.405752,CA,94103
Tip Top Market,3.0,$,Convenience Stores,4,86,37.783268,Routine - Unscheduled,San Francisco,Low Risk,"(37.783268, -122.410553)",,59828_20161222,59828,84 Turk St,2016-12-22 00:00:00,Improper food storage,59828_20161222_103139,-122.410553,CA,94102
Tiramisu Kitchen,4.0,$$,Italian,155,82,37.791116,Routine - Unscheduled,San Francisco,High Risk,"(37.791116, -122.403816)",,10_20160503,10,033 Belden Pl,2016-05-03 00:00:00,High risk vermin infestation,10_20160503_103114,-122.403816,CA,94104
Titanic Lounge AKA Gangway,4.0,$$$,American (New),2384,94,37.785713,Routine - Unscheduled,San Francisco,Low Risk,"(37.785713, -122.418094)",,4140_20160908,4140,841 LARKIN St,2016-09-08 00:00:00,Inadequate warewashing facilities or equipment,4140_20160908_103143,-122.418094,CA,94109
Toast Eatery,3.5,$$,Burgers,665,94,37.751423,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.751423, -122.431618)",,35862_20161205,35862,3991 24th St,2016-12-05 00:00:00,Moderate risk food holding temperature,35862_20161205_103120,-122.431618,CA,94114
Toast Eatery SF,3.0,$$,American (Traditional),454,75,37.791683,Routine - Unscheduled,San Francisco,Low Risk,"(37.791683, -122.420944)",,70717_20160914,70717,1601 Polk St,2016-09-14 00:00:00,Unclean or degraded floors walls or ceilings,70717_20160914_103154,-122.420944,CA,94109
Togo's /  Baskin Robbins,3.5,$,Sandwiches,62,100,37.796535,Routine - Unscheduled,San Francisco,,"(37.796535, -122.400567)",,3365_20160111,3365,570 Battery St,2016-01-11 00:00:00,,,-122.400567,CA,94111
Tokyo Express,2.5,$$,Japanese,56,96,37.793698,Routine - Unscheduled,San Francisco,Low Risk,"(37.793698, -122.403984)",,2228_20140924,2228,660 Sacramento St,2014-09-24 00:00:00,No thermometers or uncalibrated thermometers,2228_20140924_103148,-122.403984,CA,94111
Tokyo Express Restaurant,3.5,$$,Sushi Bars,375,80,37.784163,Routine - Unscheduled,San Francisco,Low Risk,"(37.784163, -122.404739)",,63601_20161007,63601,814 Mission St,2016-10-07 00:00:00,Permit license or inspection report not posted,63601_20161007_103156,-122.404739,CA,94103
Toma,4.0,$,Mexican,236,96,37.799997,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799997, -122.437726)",,70823_20160316,70823,3318 Steiner St,2016-03-16 00:00:00,Moderate risk food holding temperature,70823_20160316_103120,-122.437726,CA,94123
Tommaso,4.0,$$,Italian,1408,93,37.797398,Routine - Unscheduled,San Francisco,High Risk,"(37.797398, -122.405322)",,486_20160805,486,1042 Kearny St,2016-08-05 00:00:00,Improper cooling methods,486_20160805_103105,-122.405322,CA,94133
Tonight Restaurant,3.5,$$,Korean,508,86,37.743093,Routine - Unscheduled,San Francisco,Low Risk,"(37.743093, -122.474149)",,67500_20161117,67500,733 Taraval St,2016-11-17 00:00:00,Unclean or degraded floors walls or ceilings,67500_20161117_103154,-122.474149,CA,94116
Tony's Market,4.0,$$,"Beer, Wine & Spirits",14,81,37.752866,Routine - Unscheduled,San Francisco,Low Risk,"(37.752866, -122.40735)",,25048_20161109,25048,2751 24th St,2016-11-09 00:00:00,Improper food storage,25048_20161109_103139,-122.40735,CA,94110
Tony's Pizza,4.0,$$,Pizza,3481,86,37.800297,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800297, -122.409107)",,58879_20160615,58879,1570 Stockton St,2016-06-15 00:00:00,Improper thawing methods,58879_20160615_103132,-122.409107,CA,94133
Tope,4.0,$,Dance Clubs,134,94,37.799058,Routine - Unscheduled,San Francisco,Low Risk,"(37.799058, -122.407217)",,64884_20161028,64884,1326 Grant Ave,2016-10-28 00:00:00,Improper food storage,64884_20161028_103139,-122.407217,CA,94133
Tortas Los Picudos,4.5,$,Mexican,244,92,37.752653,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.752653, -122.411359)",,62739_20170104,62739,2969 24th St,2017-01-04 00:00:00,Inadequately cleaned or sanitized food contact surfaces,62739_20170104_103124,-122.411359,CA,94110
Tortilla Kitchen,3.0,$,Mexican,44,94,37.786548,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.786548, -122.407313)",,35884_20161107,35884,170 O'Farrell St Lower Level,2016-11-07 00:00:00,Inadequately cleaned or sanitized food contact surfaces,35884_20161107_103124,-122.407313,CA,94102
