business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
MINI CAFE,4.0,$,Vietnamese,39,80,37.775867,Routine - Unscheduled,San Francisco,High Risk,"(37.775867, -122.419356)",+14155430177,1139_20160620,1139,28 VAN NESS,2016-06-20 00:00:00,High risk food holding temperature,1139_20160620_103103,-122.419356,CA,94102
MINT,3.5,$$,Karaoke,739,100,37.778492,Routine - Unscheduled,San Francisco,,"(37.778492, -122.418291)",,66709_20150806,66709,1 Dr Carlton B Goodlett Pl Ground Floor,2015-08-06 00:00:00,,,-122.418291,CA,94102
MITCHELLS ICE CREAM,4.5,$,Ice Cream & Frozen Yogurt,3431,96,37.744122,Routine - Unscheduled,San Francisco,Low Risk,"(37.744122, -122.422722)",+14155642300,5032_20160923,5032,688 SAN JOSE Ave,2016-09-23 00:00:00,Unapproved or unmaintained equipment or utensils,5032_20160923_103144,-122.422722,CA,94110
MOMO'S,3.0,$$,American (New),757,71,37.780047,Routine - Unscheduled,San Francisco,High Risk,"(37.780047, -122.389859)",,2885_20160824,2885,760 02nd St,2016-08-24 00:00:00,Unclean hands or improper use of gloves,2885_20160824_103102,-122.389859,CA,94107
MONG THU COFFEE SHOP,4.0,$,Vietnamese,60,82,37.783041,Routine - Unscheduled,San Francisco,High Risk,"(37.783041, -122.415719)",,709_20151110,709,248 HYDE St,2015-11-10 00:00:00,Improper cooling methods,709_20151110_103105,-122.415719,CA,94102
MONGKOK DIM SUM & RESTAURANT,3.0,$,Dim Sum,129,83,37.753678,Routine - Unscheduled,San Francisco,Low Risk,"(37.753678, -122.489972)",,2798_20160524,2798,2438 NORIEGA  St,2016-05-24 00:00:00,Unclean nonfood contact surfaces,2798_20160524_103142,-122.489972,CA,94122
MONROE RESIDENCE CLUB,3.0,$$,Hotels,14,74,37.791178,Routine - Unscheduled,San Francisco,High Risk,"(37.791178, -122.423703)",+14155476200,2020_20161214,2020,1870 SACRAMENTO St,2016-12-14 00:00:00,High risk food holding temperature,2020_20161214_103103,-122.423703,CA,94109
MONTE CRISTO SOCIAL CLUB,5.0,$$,Dance Clubs,4,96,37.764627,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764627, -122.396764)",+14150770519,782_20151030,782,136 MISSOURI St,2015-10-30 00:00:00,Inadequately cleaned or sanitized food contact surfaces,782_20151030_103124,-122.396764,CA,94107
MOONLIGHT CAFE,4.0,$$,Cafes,176,94,37.738923,Routine - Unscheduled,San Francisco,Low Risk,"(37.738923, -122.415293)",,1811_20161207,1811,634 CORTLAND Ave,2016-12-07 00:00:00,Food safety certificate or food handler card not available,1811_20161207_103157,-122.415293,CA,94110
MORNING DUE,4.0,$$,Coffee & Tea,404,82,37.762939,Routine - Unscheduled,San Francisco,High Risk,"(37.762939, -122.428473)",+14155627156,1274_20150924,1274,3698 17th St,2015-09-24 00:00:00,High risk food holding temperature,1274_20150924_103103,-122.428473,CA,94104
MOSHI MOSHI,3.5,$$,Sushi Bars,575,87,37.763187,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763187, -122.388895)",,768_20150601,768,2092 03rd St,2015-06-01 00:00:00,Inadequate and inaccessible handwashing facilities,768_20150601_103119,-122.388895,CA,94107
MOULIN ROUGE,4.0,$,Diners,508,89,37.786084,Routine - Unscheduled,San Francisco,Low Risk,"(37.786084, -122.417889)",,302_20160902,302,887 GEARY St,2016-09-02 00:00:00,Improper food storage,302_20160902_103139,-122.417889,CA,94109
MOZZARELLA DI BUFALA PIZZERIA II,3.5,$$,Pizza,516,83,37.740052,Routine - Unscheduled,San Francisco,Low Risk,"(37.740052, -122.466544)",+14155668900,741_20160610,741,069 WEST PORTAL Ave,2016-06-10 00:00:00,Unapproved or unmaintained equipment or utensils,741_20160610_103144,-122.466544,CA,94127
MR. PICKLE'S SANDWICH SHOP,4.0,$,Sandwiches,248,84,37.758817,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.758817, -122.416522)",,7493_20161028,7493,3380 20th St,2016-10-28 00:00:00,Moderate risk food holding temperature,7493_20161028_103120,-122.416522,CA,94110
MUDDY WATERS,3.0,$,Coffee & Tea,256,96,37.764484,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764484, -122.421815)",+14155868006,2455_20160919,2455,521 VALENCIA St,2016-09-19 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2455_20160919_103124,-122.421815,CA,94110
MY FAVORITE CAFE,3.5,$,Cafes,303,69,37.782169,Routine - Unscheduled,San Francisco,High Risk,"(37.782169, -122.481942)",,1973_20161013,1973,2110 CLEMENT St,2016-10-13 00:00:00,High risk vermin infestation,1973_20161013_103114,-122.481942,CA,94121
Ma's Dim Sum & Cafe,3.5,$,Dim Sum,43,75,37.796683,Routine - Unscheduled,San Francisco,,"(37.796683, -122.410134)",,1843_20160823,1843,1315 Powell St,2016-08-23 00:00:00,,,-122.410134,CA,94133
Macy's Cellar,3.5,$$,Ice Cream & Frozen Yogurt,47,100,37.786548,Routine - Unscheduled,San Francisco,,"(37.786548, -122.407313)",,26146_20161107,26146,170 O'Farrell St Basement,2016-11-07 00:00:00,,,-122.407313,CA,94102
Macy's West - Starbucks Coffee Company,4.0,$$,Coffee & Tea,1,94,37.787423,Routine - Unscheduled,San Francisco,Low Risk,"(37.787423, -122.407417)",,39495_20160408,39495,251 Geary St 4th Floor,2016-04-08 00:00:00,Unapproved or unmaintained equipment or utensils,39495_20160408_103144,-122.407417,CA,94102
Maggie Cafe,2.0,$,Coffee & Tea,77,94,37.794898,Routine - Unscheduled,San Francisco,Low Risk,"(37.794898, -122.406356)",,36473_20161212,36473,848 Grant Ave,2016-12-12 00:00:00,Permit license or inspection report not posted,36473_20161212_103156,-122.406356,CA,94108
Magic Flute Restaurant,4.0,$$,Italian,480,85,37.787373,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.787373, -122.453117)",,64933_20161114,64933,3673 SACRAMENTO St,2016-11-14 00:00:00,Moderate risk food holding temperature,64933_20161114_103120,-122.453117,CA,94118
Magnolia Pub & Brewery,3.5,$$,Pubs,1638,88,37.770271,Routine - Unscheduled,San Francisco,Low Risk,"(37.770271, -122.445311)",,3633_20151216,3633,1398 Haight St,2015-12-16 00:00:00,Inadequate ventilation or lighting,3633_20151216_103147,-122.445311,CA,94117
Mama' Art Cafe,4.0,$,Art Galleries,149,81,37.721949,Routine - Unscheduled,San Francisco,Low Risk,"(37.721949, -122.436936)",,1511_20160901,1511,4754 Mission Street,2016-09-01 00:00:00,Permit license or inspection report not posted,1511_20160901_103156,-122.436936,CA,94112
Mamacita,3.5,$$,Mexican,1192,89,37.800124,Routine - Unscheduled,San Francisco,High Risk,"(37.800124, -122.441497)",+14155348494,19025_20160725,19025,2317 CHESTNUT St,2016-07-25 00:00:00,Improper cooling methods,19025_20160725_103105,-122.441497,CA,94123
Mamas on Washington Square,4.0,$$,Breakfast & Brunch,3598,78,37.801554,Routine - Unscheduled,San Francisco,High Risk,"(37.801554, -122.409434)",,2172_20160615,2172,1701 Stockton St,2016-06-15 00:00:00,Unclean hands or improper use of gloves,2172_20160615_103102,-122.409434,CA,94133
Man Sung Company,4.5,$,Cards & Stationery,509,82,37.797129,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.797129, -122.406807)",,37151_20160801,37151,1116 Grant Ave,2016-08-01 00:00:00,Moderate risk vermin infestation,37151_20160801_103131,-122.406807,CA,94133
Mandalay Restaurant,4.0,$$,Burmese,1780,80,37.785117,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785117, -122.464041)",,3566_20160620,3566,4348 California Street,2016-06-20 00:00:00,Moderate risk vermin infestation,3566_20160620_103131,-122.464041,CA,94118
Mango Medley,3.0,$$,Desserts,382,98,37.760454,Routine - Unscheduled,San Francisco,Low Risk,"(37.760454, -122.503939)",+14155683228,14303_20160224,14303,3911 Judah St.,2016-02-24 00:00:00,Unclean or degraded floors walls or ceilings,14303_20160224_103154,-122.503939,CA,94122
Mangosteen,3.5,$$,Vietnamese,446,65,37.783444,Routine - Unscheduled,San Francisco,Low Risk,"(37.783444, -122.417584)",,35026_20160217,35026,601 Larkin St,2016-02-17 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,35026_20160217_103149,-122.417584,CA,94109
Manila Oriental Market,3.5,$,Grocery,189,81,37.730569,Routine - Unscheduled,San Francisco,Low Risk,"(37.730569, -122.429418)",,20367_20161210,20367,4175 MISSION St,2016-12-10 00:00:00,Unclean or degraded floors walls or ceilings,20367_20161210_103154,-122.429418,CA,94112
Manna,4.0,$$,Korean,808,87,37.763983,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763983, -122.46709)",,65382_20160921,65382,845 Irving St,2016-09-21 00:00:00,Foods not protected from contamination,65382_20160921_103133,-122.46709,CA,94122
Manna Catering,4.0,$,Festivals,12,92,37.770579,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.770579, -122.412212)",+14155811154,69125_20160929,69125,428 11 St,2016-09-29 00:00:00,Foods not protected from contamination,69125_20160929_103133,-122.412212,CA,94112
Manzoni,4.0,$$,Italian,185,92,37.73473,Routine - Unscheduled,San Francisco,Low Risk,"(37.73473, -122.433823)",+14155332251,60544_20160929,60544,2790 Diamond St,2016-09-29 00:00:00,Food safety certificate or food handler card not available,60544_20160929_103157,-122.433823,CA,94131
Mara's,4.0,$$,Sushi Bars,47,90,37.799501,Routine - Unscheduled,San Francisco,Low Risk,"(37.799501, -122.409084)",,475_20161102,475,503 Columbus Ave,2016-11-02 00:00:00,Unclean or degraded floors walls or ceilings,475_20161102_103154,-122.409084,CA,94133
Marengo on Union,4.0,$$,American (Traditional),287,94,37.797578,Routine - Unscheduled,San Francisco,Low Risk,"(37.797578, -122.431883)",+14155442575,63124_20160929,63124,1980 Union St Upper Street Level,2016-09-29 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,63124_20160929_103149,-122.431883,CA,94123
Marina Meats Inc.,4.0,$,Sandwiches,532,90,37.799944,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799944, -122.442716)",,35507_20161209,35507,2395 Chestnut St,2016-12-09 00:00:00,Improper thawing methods,35507_20161209_103132,-122.442716,CA,94123
Marina Pizza & Pasta,3.5,$$$,Italian,1794,87,37.799716,Routine - Unscheduled,San Francisco,Low Risk,"(37.799716, -122.436685)",,34746_20160627,34746,2139 Lombard St,2016-06-27 00:00:00,Improper storage use or identification of toxic substances,34746_20160627_103138,-122.436685,CA,94123
Marina Sushi Bar,3.5,$$,Japanese,192,90,37.800028,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800028, -122.434864)",+14155332767,63893_20160920,63893,2020 LOMBARD St,2016-09-20 00:00:00,Inadequate and inaccessible handwashing facilities,63893_20160920_103119,-122.434864,CA,94123
Marines Memorial Club - Banquet,4.5,$$,Hotels,259,88,37.788954,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788954, -122.410467)",,2925_20161207,2925,609 Sutter St 10th Floor,2016-12-07 00:00:00,Improper thawing methods,2925_20161207_103132,-122.410467,CA,94102
"Mariposa Baking Co., Inc.",4.0,$,Bakeries,3849,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,68013_20160324,68013,1 Ferry Building  #32,2016-03-24 00:00:00,,,-122.39377,CA,94111
Market Cafe,3.0,$$,Delis,9,91,37.775117,Routine - Unscheduled,San Francisco,Low Risk,"(37.775117, -122.452065)",,2907_20150504,2907,2130 FULTON St,2015-05-04 00:00:00,Other low risk violation,2907_20150504_103162,-122.452065,CA,94117
Market May Flower & Deli,4.5,$$,"Beer, Wine & Spirits",290,100,37.789531,Routine - Unscheduled,San Francisco,,"(37.789531, -122.413428)",,4618_20160815,4618,985 Bush St,2016-08-15 00:00:00,,,-122.413428,CA,94109
Marketbar,3.0,$$,American (New),1111,89,37.795225,Routine - Unscheduled,San Francisco,Low Risk,"(37.795225, -122.39377)",,9103_20161202,9103,1 Ferry Building #36,2016-12-02 00:00:00,Improper storage of equipment utensils or linens,9103_20161202_103145,-122.39377,CA,94111
Marnee Thai Restaurant,4.0,$$,Thai,1427,86,37.763343,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763343, -122.481809)",,538_20160928,538,2225 Irving St,2016-09-28 00:00:00,Moderate risk food holding temperature,538_20160928_103120,-122.481809,CA,94122
Martita Restaurant,4.0,$,Latin American,25,88,37.714843,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.714843, -122.44244)",,65137_20160810,65137,5276 Mission St,2016-08-10 00:00:00,Inadequate and inaccessible handwashing facilities,65137_20160810_103119,-122.44244,CA,94112
Martita's Restaurant,4.0,$,Latin American,25,80,37.722776,Routine - Unscheduled,San Francisco,Low Risk,"(37.722776, -122.392864)",,66276_20151019,66276,1401 EGBERT Ave,2015-10-19 00:00:00,Improper storage of equipment utensils or linens,66276_20151019_103145,-122.392864,CA,94124
Maru Sushi,3.5,$$,Japanese,352,90,37.789664,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.789664, -122.408724)",,32736_20161216,32736,529 Powell St,2016-12-16 00:00:00,Foods not protected from contamination,32736_20161216_103133,-122.408724,CA,94102
Mason Street Deli and Market,3.5,$$,Southern,3161,90,37.784094,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784094, -122.409274)",+14155624312,63503_20160720,63503,39 MASON,2016-07-20 00:00:00,Inadequate and inaccessible handwashing facilities,63503_20160720_103119,-122.409274,CA,94102
Matador,4.0,$$,Mexican,246,96,37.788823,Routine - Unscheduled,San Francisco,Low Risk,"(37.788823, -122.411507)",,32872_20160225,32872,679 Sutter St,2016-02-25 00:00:00,Unclean or degraded floors walls or ceilings,32872_20160225_103154,-122.411507,CA,94102
Matching Half,4.0,$$,Coffee & Tea,302,98,37.777363,Routine - Unscheduled,San Francisco,Low Risk,"(37.777363, -122.441446)",,60554_20150420,60554,1799 McAllister St,2015-04-20 00:00:00,Inadequate warewashing facilities or equipment,60554_20150420_103143,-122.441446,CA,94115
Mau Restaurant,3.5,$$,Vietnamese,697,84,37.762381,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.762381, -122.42156)",+14155307517,69175_20160601,69175,665 Valencia St,2016-06-01 00:00:00,Improper thawing methods,69175_20160601_103132,-122.42156,CA,94110
Maui Wowi Hawaiian,4.0,$$,Coffee & Tea,2380,88,37.80824,Routine - Unscheduled,San Francisco,Low Risk,"(37.80824, -122.410189)",,59251_20140709,59251,Pier 39  Space H-01,2014-07-09 00:00:00,Unapproved or unmaintained equipment or utensils,59251_20140709_103144,-122.410189,CA,94133
Maven Restaurant,4.0,$$,American (New),565,100,37.771937,Routine - Unscheduled,San Francisco,,"(37.771937, -122.431934)",,68045_20161214,68045,598 HAIGHT St,2016-12-14 00:00:00,,,-122.431934,CA,94117
May's Coffee Shop,3.0,$,Coffee & Tea,208,91,37.785457,Routine - Unscheduled,San Francisco,Low Risk,"(37.785457, -122.430317)",,34649_20160617,34649,1737 Post St #395,2016-06-17 00:00:00,Unclean or degraded floors walls or ceilings,34649_20160617_103154,-122.430317,CA,94115
Mayes,3.0,$$,Bars,550,83,37.788313,Routine - Unscheduled,San Francisco,Low Risk,"(37.788313, -122.420254)",,60933_20161019,60933,1233 Polk St,2016-10-19 00:00:00,Improper or defective plumbing,60933_20161019_103150,-122.420254,CA,94109
Maykadeh Restaurant,4.0,$$,Middle Eastern,622,96,37.799758,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799758, -122.407113)",,483_20160505,483,470 Green St,2016-05-05 00:00:00,Employee eating or smoking,483_20160505_103118,-122.407113,CA,94133
Mayo & Mustard,5.0,$,Food Trucks,2,96,37.785144,Routine - Unscheduled,San Francisco,Low Risk,"(37.785144, -122.398383)",,67606_20160226,67606,75 Hawthorne,2016-02-26 00:00:00,Food safety certificate or food handler card not available,67606_20160226_103157,-122.398383,CA,94105
McAllister Grocery & Deli,2.5,$$,Grocery,11,86,37.780916,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.780916, -122.414312)",,1742_20150630,1742,136 McAllister St,2015-06-30 00:00:00,Insufficient hot water or running water,1742_20150630_103129,-122.414312,CA,94102
McDONALD'S,4.0,$,Fast Food,98,84,37.765507,Routine - Unscheduled,San Francisco,Low Risk,"(37.765507, -122.407565)",+14155863295,5156_20161024,5156,302 POTRERO Ave,2016-10-24 00:00:00,Unclean or degraded floors walls or ceilings,5156_20161024_103154,-122.407565,CA,94110
McDonald's,4.0,$,Fast Food,98,93,37.768678,Routine - Unscheduled,San Francisco,High Risk,"(37.768678, -122.453397)",,71650_20151216,71650,730 Stanyan St,2015-12-16 00:00:00,Unclean hands or improper use of gloves,71650_20151216_103102,-122.453397,CA,94117
McDonald's,4.0,$,Fast Food,98,85,37.789087,Routine - Unscheduled,San Francisco,Low Risk,"(37.789087, -122.401542)",,71599_20141201,71599,609 Market St,2014-12-01 00:00:00,Low risk vermin infestation,71599_20141201_103161,-122.401542,CA,94105
McGarden Bakery,3.5,$,Bakeries,18,81,37.716691,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.716691, -122.440719)",,59651_20160819,59651,5131 Mission St,2016-08-19 00:00:00,Foods not protected from contamination,59651_20160819_103133,-122.440719,CA,94112
Mediterrean Food,4.0,$,"Beer, Wine & Spirits",145,84,37.760598,Routine - Unscheduled,San Francisco,Low Risk,"(37.760598, -122.503259)",,65695_20151030,65695,3848 Judah St,2015-10-30 00:00:00,Food safety certificate or food handler card not available,65695_20151030_103157,-122.503259,CA,94122
Mee Mee Bakery,3.5,$,Bakeries,115,84,37.797935,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.797935, -122.408581)",,7856_20161207,7856,1328 Stockton St,2016-12-07 00:00:00,Moderate risk vermin infestation,7856_20161207_103131,-122.408581,CA,94133
Mehfil Indian Cuisine & Bar,3.5,$$,Indian,256,83,37.790923,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.790923, -122.434264)",+14155611010,64041_20161012,64041,2301 FILLMORE ST,2016-10-12 00:00:00,Inadequate and inaccessible handwashing facilities,64041_20161012_103119,-122.434264,CA,94115
Mel's Drive-In,3.0,$$,Diners,1601,94,37.78355,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.78355, -122.405356)",+14155220793,3948_20161005,3948,833 MISSION St,2016-10-05 00:00:00,Inadequately cleaned or sanitized food contact surfaces,3948_20161005_103124,-122.405356,CA,94103
Mela Tandoori Kitchen,4.0,$$,Indian,408,85,37.781168,Routine - Unscheduled,San Francisco,Low Risk,"(37.781168, -122.419494)",,66517_20150727,66517,536 Golden Gate Ave,2015-07-27 00:00:00,Inadequate ventilation or lighting,66517_20150727_103147,-122.419494,CA,94102
Melody Lounge,5.0,$$,Music Venues,23,88,37.742073,Routine - Unscheduled,San Francisco,Low Risk,"(37.742073, -122.422133)",,66297_20160829,66297,3401 MISSION St,2016-08-29 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,66297_20160829_103149,-122.422133,CA,94110
Mercedes Restaurant,3.5,$$,Mexican,260,71,37.794084,Routine - Unscheduled,San Francisco,Low Risk,"(37.794084, -122.403917)",,19440_20161212,19440,653 Commercial St,2016-12-12 00:00:00,Other low risk violation,19440_20161212_103162,-122.403917,CA,94111
Mercury Cafe,4.0,$,Coffee & Tea,271,92,37.773887,Routine - Unscheduled,San Francisco,Low Risk,"(37.773887, -122.424182)",,57751_20160405,57751,201 Octavia St,2016-04-05 00:00:00,Low risk vermin infestation,57751_20160405_103161,-122.424182,CA,94102
Metro Caffe,4.0,$,Burgers,263,100,37.771771,Routine - Unscheduled,San Francisco,,"(37.771771, -122.430445)",,62717_20160804,62717,247 FILLMORE St,2016-08-04 00:00:00,,,-122.430445,CA,94117
Mi Lindo Peru',4.0,$$,Peruvian,656,90,37.745069,Routine - Unscheduled,San Francisco,Low Risk,"(37.745069, -122.420277)",+14155644897,2653_20160516,2653,3226 Mission St,2016-05-16 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2653_20160516_103149,-122.420277,CA,94110
Mi Pueblito Market,3.5,$,Grocery,9,88,37.752813,Routine - Unscheduled,San Francisco,Low Risk,"(37.752813, -122.418496)",,63940_20160310,63940,2765 Mission St,2016-03-10 00:00:00,Improper food labeling or menu misrepresentation,63940_20160310_103141,-122.418496,CA,94110
Mi Ranchito Produce,3.0,$,Farmers Market,6,96,37.762344,Routine - Unscheduled,San Francisco,Low Risk,"(37.762344, -122.419386)",,38379_20161116,38379,2169 Mission St,2016-11-16 00:00:00,Food safety certificate or food handler card not available,38379_20161116_103157,-122.419386,CA,94110
Mi Tierra Market,3.5,$,Grocery,19,63,37.764665,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764665, -122.419558)",,66961_20160311,66961,2023 MISSION St,2016-03-11 00:00:00,Inadequate and inaccessible handwashing facilities,66961_20160311_103119,-122.419558,CA,94110
Michael Mina Restaurant,4.0,$$$$,American (New),1013,86,37.793338,Routine - Unscheduled,San Francisco,Low Risk,"(37.793338, -122.399583)",+14155350791,64380_20160414,64380,252 California St,2016-04-14 00:00:00,Unclean or degraded floors walls or ceilings,64380_20160414_103154,-122.399583,CA,94111
Michael's Food Store,4.5,$$$$,American (New),4499,96,37.805463,Routine - Unscheduled,San Francisco,Low Risk,"(37.805463, -122.422156)",,68674_20160314,68674,901 North Point St,2016-03-14 00:00:00,Unapproved or unmaintained equipment or utensils,68674_20160314_103144,-122.422156,CA,94109
Michelangelo Caffe,3.5,$$,Italian,473,94,37.800166,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800166, -122.410006)",,422_20160927,422,579 Columbus Ave,2016-09-27 00:00:00,Noncompliance with shell fish tags or display,422_20160927_103125,-122.410006,CA,94133
Mid City Market,4.0,$,Grocery,32,79,37.786197,Routine - Unscheduled,San Francisco,Low Risk,"(37.786197, -122.417614)",,36673_20160901,36673,868 Geary St,2016-09-01 00:00:00,Low risk vermin infestation,36673_20160901_103161,-122.417614,CA,94109
Midway Grill (Snack Shop),4.5,$,Bakeries,306,87,37.723698,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.723698, -122.495289)",,66534_20160413,66534,99 Harding Park Road,2016-04-13 00:00:00,Moderate risk food holding temperature,66534_20160413_103120,-122.495289,CA,94103
Miette,4.0,$$,Bakeries,1478,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,8823_20160729,8823,1 Ferry Building Shop 10,2016-07-29 00:00:00,,,-122.39377,CA,94111
"Miette Cakes, LLC",4.0,$$,Coffee & Tea,797,92,37.776257,Routine - Unscheduled,San Francisco,Low Risk,"(37.776257, -122.424648)",,33084_20160921,33084,449 Octavia St,2016-09-21 00:00:00,Unapproved or unmaintained equipment or utensils,33084_20160921_103144,-122.424648,CA,94102
Mifune Bistro,2.5,$$,Japanese,138,86,37.785227,Routine - Unscheduled,San Francisco,High Risk,"(37.785227, -122.431472)",,66992_20161005,66992,1581 Webster St #100,2016-10-05 00:00:00,Improper cooling methods,66992_20161005_103105,-122.431472,CA,94115
Mikaku Restaurant,3.5,$$,Sushi Bars,367,84,37.789995,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.789995, -122.405484)",,60472_20160524,60472,323 Grant Ave,2016-05-24 00:00:00,Moderate risk vermin infestation,60472_20160524_103131,-122.405484,CA,94108
Mike Market,5.0,$$,Convenience Stores,6,98,37.736484,Routine - Unscheduled,San Francisco,Low Risk,"(37.736484, -122.398418)",,23273_20150527,23273,2200 SILVER Ave,2015-05-27 00:00:00,Unapproved or unmaintained equipment or utensils,23273_20150527_103144,-122.398418,CA,94124
Milan,3.5,$,Pizza,338,98,37.786748,Routine - Unscheduled,San Francisco,Low Risk,"(37.786748, -122.413404)",,38606_20160405,38606,606 Geary St,2016-04-05 00:00:00,Unclean or degraded floors walls or ceilings,38606_20160405_103154,-122.413404,CA,94102
Milan Pizza,3.5,$,Pizza,338,89,37.763856,Routine - Unscheduled,San Francisco,Low Risk,"(37.763856, -122.419585)",+14155793644,71649_20160412,71649,2074 MISSION St,2016-04-12 00:00:00,Unapproved or unmaintained equipment or utensils,71649_20160412_103144,-122.419585,CA,94110
Miller's East Coast Deli,3.5,$$,Delis,1323,89,37.792784,Routine - Unscheduled,San Francisco,High Risk,"(37.792784, -122.421164)",,33442_20160804,33442,1725 Polk St,2016-08-04 00:00:00,High risk food holding temperature,33442_20160804_103103,-122.421164,CA,94109
Ming's Coffee Shop Inc,3.5,$,Chinese,305,91,37.787148,Routine - Unscheduled,San Francisco,High Risk,"(37.787148, -122.400822)",,17689_20150429,17689,641 Mission St,2015-04-29 00:00:00,Contaminated or adulterated food,17689_20150429_103108,-122.400822,CA,94105
Mint,3.5,$$,Karaoke,739,88,37.778492,Routine - Unscheduled,San Francisco,Low Risk,"(37.778492, -122.418291)",,64745_20170106,64745,1 Dr Carlton B. Goodlett Pl Basement,2017-01-06 00:00:00,Low risk vermin infestation,64745_20170106_103161,-122.418291,CA,94102
Mint,3.5,$$,Karaoke,739,98,37.780247,Routine - Unscheduled,San Francisco,Low Risk,"(37.780247, -122.418974)",,134_20150806,134,400 McAllister St,2015-08-06 00:00:00,Improper storage of equipment utensils or linens,134_20150806_103145,-122.418974,CA,94102
Miraloma Liquors,4.0,$$,Convenience Stores,1,82,37.744516,Routine - Unscheduled,San Francisco,Low Risk,"(37.744516, -122.453036)",,68400_20150423,68400,691 PORTOLA Dr,2015-04-23 00:00:00,Unclean nonfood contact surfaces,68400_20150423_103142,-122.453036,CA,94127
Mission Bay Cafe,4.0,$$,Coffee & Tea,2380,94,37.770518,Routine - Unscheduled,San Francisco,Low Risk,"(37.770518, -122.386525)",+14155831002,33160_20161205,33160,550 Terry Francois St,2016-12-05 00:00:00,No plan review or Building Permit,33160_20161205_103165,-122.386525,CA,94158
Mission Beach Cafe,4.0,$$,Coffee & Tea,2380,88,37.768035,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.768035, -122.42448)",,32887_20160111,32887,198 GUERRERO St,2016-01-11 00:00:00,Insufficient hot water or running water,32887_20160111_103129,-122.42448,CA,94103
Mission Bowling Club,4.0,$$,Bowling,503,90,37.763628,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763628, -122.416652)",,68394_20150828,68394,3176 17th St,2015-08-28 00:00:00,Moderate risk food holding temperature,68394_20150828_103120,-122.416652,CA,94110
Mission Cheese,4.0,$$,Cheese Shops,484,87,37.761147,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761147, -122.421534)",+14155558667,65051_20160621,65051,736 Valencia St,2016-06-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,65051_20160621_103124,-122.421534,CA,94110
Mission Creek Senior Community,4.0,$$$,Skin Care,190,94,37.775278,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.775278, -122.393873)",,18855_20161129,18855,225 Berry St,2016-11-29 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,18855_20161129_103116,-122.393873,CA,94107
Mission Groceteria,5.0,$$,Grocery,26,96,37.754298,Routine - Unscheduled,San Francisco,Low Risk,"(37.754298, -122.411272)",,64004_20161230,64004,2950 23rd St,2016-12-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,64004_20161230_103149,-122.411272,CA,94110
Mission Hunan Restaurant,3.5,$,Chinese,83,94,37.765142,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.765142, -122.419026)",+14155628288,2409_20160901,2409,2960 16th St,2016-09-01 00:00:00,Foods not protected from contamination,2409_20160901_103133,-122.419026,CA,94103
