business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
The Stinking Rose,92,37.798306,Routine - Unscheduled,San Francisco,Low Risk,"(37.798306, -122.407327)",,443_20160316,443,325 Columbus Ave,2016-03-16 00:00:00,Improper food storage,443_20160316_103139,-122.407327,CA,94133
"Sunmoon Market, Inc.",71,,Routine - Unscheduled,San Francisco,Low Risk,,,71314_20160316,71314,638 Broadway St,2016-03-16 00:00:00,Unapproved or unmaintained equipment or utensils,71314_20160316_103144,,CA,94133
Chef Gao Restaurant Inc,82,,Routine - Unscheduled,San Francisco,Low Risk,,+14155753338,82410_20160316,82410,2666 Ocean Ave,2016-03-16 00:00:00,Food safety certificate or food handler card not available,82410_20160316_103157,,CA,94132
New Golden Daisy,69,37.795594,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.795594, -122.408204)",,4607_20160316,4607,1041 Stockton St,2016-03-16 00:00:00,Foods not protected from contamination,4607_20160316_103133,-122.408204,CA,94108
Liang's Food,90,37.796393,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.796393, -122.408374)",,32570_20160316,32570,1145 Stockton St,2016-03-16 00:00:00,Inadequate and inaccessible handwashing facilities,32570_20160316_103119,-122.408374,CA,94133
Hole in the Wall Pizza,98,37.799664,Routine - Unscheduled,San Francisco,Low Risk,"(37.799664, -122.441015)",,33247_20160316,33247,3244 Scott St,2016-03-16 00:00:00,Improper storage of equipment utensils or linens,33247_20160316_103145,-122.441015,CA,94123
GINO'S GROCERY COMPANY,83,37.792598,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.792598, -122.434537)",,4705_20160316,4705,2500 FILLMORE St,2016-03-16 00:00:00,Inadequately cleaned or sanitized food contact surfaces,4705_20160316_103124,-122.434537,CA,94115
XOX Truffles,96,37.801665,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.801665, -122.412104)",,98_20160316,98,754 Columbus Ave,2016-03-16 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,98_20160316_103116,-122.412104,CA,94133
North Beach Food Mart,96,37.802905,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.802905, -122.413864)",,7475_20160316,7475,900 Columbus Ave,2016-03-16 00:00:00,Foods not protected from contamination,7475_20160316_103133,-122.413864,CA,94133
Toma,96,37.799997,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799997, -122.437726)",,70823_20160316,70823,3318 Steiner St,2016-03-16 00:00:00,Moderate risk food holding temperature,70823_20160316_103120,-122.437726,CA,94123
The Coffee Bean and Tea Leaf,86,37.790794,Routine - Unscheduled,San Francisco,Low Risk,"(37.790794, -122.402304)",,67839_20160315,67839,155 Montgomery St  #161,2016-03-15 00:00:00,Low risk vermin infestation,67839_20160315_103161,-122.402304,CA,94104
Morning Brew Cafe,88,37.794024,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.794024, -122.401299)",,10083_20160315,10083,401 Sansome St,2016-03-15 00:00:00,Inadequate and inaccessible handwashing facilities,10083_20160315_103119,-122.401299,CA,94111
Dosa Dosa LLC (Cart #2),96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14150775581,80573_20160315,80573,100 Post St,2016-03-15 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,80573_20160315_103116,,CA,94108
Irish Times Bar and Grill,92,37.79407,Routine - Unscheduled,San Francisco,Low Risk,"(37.79407, -122.401269)",+14155373799,63773_20160315,63773,500 Sacramento St,2016-03-15 00:00:00,No thermometers or uncalibrated thermometers,63773_20160315_103148,-122.401269,CA,94111
Peet's Coffee & Tea,100,37.794617,Routine - Unscheduled,San Francisco,,"(37.794617, -122.401316)",,39025_20160315,39025,450 Sansome St Suite #1,2016-03-15 00:00:00,,,-122.401316,CA,94111
Wild Flower Cafe,94,,Routine - Unscheduled,San Francisco,Low Risk,,,81349_20160315,81349,411 Sansome St,2016-03-15 00:00:00,Inadequate ventilation or lighting,81349_20160315_103147,,CA,94111
RUTH'S CHRIS STEAK HOUSE,96,37.790298,Routine - Unscheduled,San Francisco,Low Risk,"(37.790298, -122.423034)",,2124_20160315,2124,1700 CALIFORNIA St,2016-03-15 00:00:00,Unclean or degraded floors walls or ceilings,2124_20160315_103154,-122.423034,CA,94109
ROUND TABLE PIZZA RESTAURANT,89,37.781233,Routine - Unscheduled,San Francisco,High Risk,"(37.781233, -122.457185)",,3743_20160315,3743,3567 Geary Blvd,2016-03-15 00:00:00,High risk food holding temperature,3743_20160315_103103,-122.457185,CA,94118
Zzan,91,,Routine - Unscheduled,San Francisco,High Risk,,,82571_20160315,82571,643 Post St,2016-03-15 00:00:00,Unclean or unsanitary food contact surfaces,82571_20160315_103109,,CA,94109
Starbucks Coffee,92,37.787131,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.787131, -122.410585)",,2768_20160315,2768,442 Geary St,2016-03-15 00:00:00,Moderate risk vermin infestation,2768_20160315_103131,-122.410585,CA,94102
Sushi Boat Restaurant,83,37.787143,Routine - Unscheduled,San Francisco,High Risk,"(37.787143, -122.409641)",,3375_20160315,3375,389 Geary St,2016-03-15 00:00:00,Unclean or unsanitary food contact surfaces,3375_20160315_103109,-122.409641,CA,94102
New Nagano Sushi Restaurant,79,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155229811,86681_20160314,86681,3727 Geary Blvd,2016-03-14 00:00:00,Inadequate and inaccessible handwashing facilities,86681_20160314_103119,,CA,94118
Poki Time,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155706333,86385_20160314,86385,549 Irving St,2016-03-14 00:00:00,Improper thawing methods,86385_20160314_103132,,CA,94122
Michael's Food Store,96,37.805463,Routine - Unscheduled,San Francisco,Low Risk,"(37.805463, -122.422156)",,68674_20160314,68674,901 North Point St,2016-03-14 00:00:00,Unapproved or unmaintained equipment or utensils,68674_20160314_103144,-122.422156,CA,94109
Papa November,100,37.767286,Routine - Unscheduled,San Francisco,,"(37.767286, -122.403697)",,69272_20160314,69272,201 Kansas St,2016-03-14 00:00:00,,,-122.403697,CA,94103
Kim Huong,96,37.773043,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.773043, -122.406567)",,30478_20160314,30478,325 Leavenworth St  1A,2016-03-14 00:00:00,Foods not protected from contamination,30478_20160314_103133,-122.406567,CA,94102
Domino's #7764,86,,Routine - Unscheduled,San Francisco,Moderate Risk,,,85781_20160311,85781,876 Geary St,2016-03-11 00:00:00,Inadequately cleaned or sanitized food contact surfaces,85781_20160311_103124,,CA,94109
HOANG DAT COFFEE SHOP,82,37.786068,Routine - Unscheduled,San Francisco,Low Risk,"(37.786068, -122.418644)",,1102_20160311,1102,930 GEARY St,2016-03-11 00:00:00,Unclean nonfood contact surfaces,1102_20160311_103142,-122.418644,CA,94109
SAI JAI THAI,82,37.785182,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785182, -122.417409)",+14155675774,1734_20160311,1734,771 O'FARRELL St,2016-03-11 00:00:00,Moderate risk food holding temperature,1734_20160311_103120,-122.417409,CA,94109
Bento,92,,Routine - Unscheduled,San Francisco,Low Risk,,+14155301332,86148_20160311,86148,2152 03rd St,2016-03-11 00:00:00,Unclean or degraded floors walls or ceilings,86148_20160311_103154,,CA,94107
Hazel's Kitchen,82,37.762575,Routine - Unscheduled,San Francisco,High Risk,"(37.762575, -122.395757)",,20291_20160311,20291,1319 18th St,2016-03-11 00:00:00,High risk food holding temperature,20291_20160311_103103,-122.395757,CA,94107
Williams-Sonoma,100,37.788438,Routine - Unscheduled,San Francisco,,"(37.788438, -122.407414)",,8821_20160311,8821,340 Post St,2016-03-11 00:00:00,,,-122.407414,CA,94108
1601 Bar & Kitchen,89,,Routine - Unscheduled,San Francisco,Moderate Risk,,,69691_20160311,69691,1601 HOWARD St,2016-03-11 00:00:00,Inadequately cleaned or sanitized food contact surfaces,69691_20160311_103124,,CA,94103
Tuyet Mai,73,,Routine - Unscheduled,San Francisco,Low Risk,,+14155749684,79528_20160311,79528,547 Hyde St,2016-03-11 00:00:00,Unclean or degraded floors walls or ceilings,79528_20160311_103154,,CA,94109
Fino,100,37.788094,Routine - Unscheduled,San Francisco,,"(37.788094, -122.41176)",,1555_20160311,1555,1 Cosmo Pl,2016-03-11 00:00:00,,,-122.41176,CA,94109
Mi Tierra Market,63,37.764665,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764665, -122.419558)",,66961_20160311,66961,2023 MISSION St,2016-03-11 00:00:00,Inadequate and inaccessible handwashing facilities,66961_20160311_103119,-122.419558,CA,94110
Farallon,100,37.788188,Routine - Unscheduled,San Francisco,,"(37.788188, -122.409284)",,3403_20160311,3403,450 Post St 1st Floor,2016-03-11 00:00:00,,,-122.409284,CA,94102
Bar 587,100,,Routine - Unscheduled,San Francisco,,,,81381_20160311,81381,587 Post St,2016-03-11 00:00:00,,,,CA,94102
Farallon Restaurant,100,37.788188,Routine - Unscheduled,San Francisco,,"(37.788188, -122.409284)",,3207_20160311,3207,"450 Post St, 4th Floor",2016-03-11 00:00:00,,,-122.409284,CA,94102
Thrive Cleanse,92,37.799955,Routine - Unscheduled,San Francisco,Low Risk,"(37.799955, -122.437677)",,70138_20160311,70138,3330 Steiner St,2016-03-11 00:00:00,Improper food storage,70138_20160311_103139,-122.437677,CA,94123
Noriega Produce LLC,83,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155560370,82563_20160311,82563,3821 Noriega St,2016-03-11 00:00:00,Foods not protected from contamination,82563_20160311_103133,,CA,94122
Last Drop Tavern,92,37.789883,Routine - Unscheduled,San Francisco,Low Risk,"(37.789883, -122.408666)",,2601_20160310,2601,550 Powell St,2016-03-10 00:00:00,Improper food storage,2601_20160310_103139,-122.408666,CA,94108
Tikka Masala Ellis,62,,Routine - Unscheduled,San Francisco,High Risk,,,80273_20160310,80273,425 Ellis St,2016-03-10 00:00:00,Improper cooling methods,80273_20160310_103105,,CA,94102
Mi Pueblito Market,88,37.752813,Routine - Unscheduled,San Francisco,Low Risk,"(37.752813, -122.418496)",,63940_20160310,63940,2765 Mission St,2016-03-10 00:00:00,Improper food labeling or menu misrepresentation,63940_20160310_103141,-122.418496,CA,94110
TAQUERIA EL FAROLITO,88,37.752634,Routine - Unscheduled,San Francisco,Low Risk,"(37.752634, -122.418486)",+14155823848,2356_20160310,2356,2779 MISSION St,2016-03-10 00:00:00,Improper food storage,2356_20160310_103139,-122.418486,CA,94110
Peekadoodle Kidsclub,91,37.805427,Routine - Unscheduled,San Francisco,High Risk,"(37.805427, -122.422854)",,36645_20160310,36645,900 North Point St #F100,2016-03-10 00:00:00,Unclean or unsanitary food contact surfaces,36645_20160310_103109,-122.422854,CA,94109
Expresso Subito,94,,Routine - Unscheduled,San Francisco,Low Risk,,,70922_20160310,70922,84 02nd St,2016-03-10 00:00:00,Food safety certificate or food handler card not available,70922_20160310_103157,,CA,
Salama Halal Meat,100,37.786795,Routine - Unscheduled,San Francisco,,"(37.786795, -122.413264)",,60561_20160310,60561,604 Geary St,2016-03-10 00:00:00,,,-122.413264,CA,94102
"Chutney USA, Inc.",94,37.786044,Routine - Unscheduled,San Francisco,Low Risk,"(37.786044, -122.413054)",,71065_20160310,71065,511 Jones St,2016-03-10 00:00:00,Improper or defective plumbing,71065_20160310_103150,-122.413054,CA,94102
Starbucks #16839,100,37.794551,Routine - Unscheduled,San Francisco,,"(37.794551, -122.39319)",,68739_20160310,68739,Pier 1 The Embarcadero,2016-03-10 00:00:00,,,-122.39319,CA,94111
Sous Beurre Kitchen,100,,Routine - Unscheduled,San Francisco,,,+14155232336,80786_20160310,80786,2704 24TH St,2016-03-10 00:00:00,,,,CA,94110
Plate,89,,Routine - Unscheduled,San Francisco,Low Risk,,,81947_20160310,81947,3251 Pierce St,2016-03-10 00:00:00,Improper food labeling or menu misrepresentation,81947_20160310_103141,,CA,94123
The Soapbox Cafe,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155503357,83524_20160310,83524,1800 Hyde St,2016-03-10 00:00:00,Foods not protected from contamination,83524_20160310_103133,,CA,94109
New Fortune Dim Sum,74,37.793295,Routine - Unscheduled,San Francisco,Low Risk,"(37.793295, -122.407788)",,68433_20160309,68433,811 Stockton St,2016-03-09 00:00:00,Unclean or degraded floors walls or ceilings,68433_20160309_103154,-122.407788,CA,94108
Black Bark,94,,Routine - Unscheduled,San Francisco,Low Risk,,,82276_20160309,82276,1325 Fillmore St,2016-03-09 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,82276_20160309_103149,,CA,94115
A2 CAFE,90,37.767224,Routine - Unscheduled,San Francisco,Low Risk,"(37.767224, -122.399039)",,1482_20160309,1482,450 IRWIN St,2016-03-09 00:00:00,Inadequate ventilation or lighting,1482_20160309_103147,-122.399039,CA,94107
"SANDWICH PLACE, THE",90,37.764384,Routine - Unscheduled,San Francisco,Low Risk,"(37.764384, -122.419566)",+14155433811,1075_20160309,1075,2029 MISSION St,2016-03-09 00:00:00,Unapproved or unmaintained equipment or utensils,1075_20160309_103144,-122.419566,CA,94110
ROYAL GROUND COFFEE,80,37.781736,Routine - Unscheduled,San Francisco,Low Risk,"(37.781736, -122.452151)",,10931_20160309,10931,3101 Geary Blvd,2016-03-09 00:00:00,Unclean nonfood contact surfaces,10931_20160309_103142,-122.452151,CA,94118
Original US Restaurant,87,,Routine - Unscheduled,San Francisco,High Risk,,,85779_20160309,85779,414 Columbus Ave,2016-03-09 00:00:00,Unclean or unsanitary food contact surfaces,85779_20160309_103109,,CA,94133
Starbucks Coffee Co,100,37.79703,Routine - Unscheduled,San Francisco,,"(37.79703, -122.398284)",,2218_20160308,2218,99 Jackson St,2016-03-08 00:00:00,,,-122.398284,CA,94111
L' Olivier Restaurant,98,37.796805,Routine - Unscheduled,San Francisco,Low Risk,"(37.796805, -122.398348)",,3512_20160308,3512,465 Davis St,2016-03-08 00:00:00,Unclean or degraded floors walls or ceilings,3512_20160308_103154,-122.398348,CA,94111
Crème Brulee To Go,100,,Routine - Unscheduled,San Francisco,,,,70705_20160308,70705,870 Market St,2016-03-08 00:00:00,,,,CA,94108
Chipotle Mexican Grill,96,,Routine - Unscheduled,San Francisco,Low Risk,,+14153594000,83365_20160308,83365,2675 Geary Blvd,2016-03-08 00:00:00,Permit license or inspection report not posted,83365_20160308_103156,,CA,94118
Holy Kitchen,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155644416,77632_20160308,77632,4166 24th St,2016-03-08 00:00:00,Inadequate and inaccessible handwashing facilities,77632_20160308_103119,,CA,94114
BARNEY'S,96,37.751268,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.751268, -122.434992)",+14155287770,3868_20160308,3868,4138 24th St,2016-03-08 00:00:00,Moderate risk food holding temperature,3868_20160308_103120,-122.434992,CA,94114
Uncle Cafe,55,37.794034,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.794034, -122.406794)",,71232_20160308,71232,65 Waverly Pl,2016-03-08 00:00:00,Inadequate sewage or wastewater disposal,71232_20160308_103130,-122.406794,CA,94108
GEARY STREET BELLA PIZZA,86,37.781148,Routine - Unscheduled,San Francisco,Low Risk,"(37.781148, -122.463672)",,1903_20160308,1903,4124 Geary Blvd,2016-03-08 00:00:00,Unapproved or unmaintained equipment or utensils,1903_20160308_103144,-122.463672,CA,94118
My Canh Restaurant,86,37.797828,Routine - Unscheduled,San Francisco,Low Risk,"(37.797828, -122.407474)",,442_20160308,442,626 Broadway St,2016-03-08 00:00:00,Improper storage of equipment utensils or linens,442_20160308_103145,-122.407474,CA,94133
Cioppino's,91,37.807854,Routine - Unscheduled,San Francisco,High Risk,"(37.807854, -122.419124)",,3120_20160307,3120,400 Jefferson St,2016-03-07 00:00:00,High risk food holding temperature,3120_20160307_103103,-122.419124,CA,94109
Angel's Market,92,37.748214,Routine - Unscheduled,San Francisco,Low Risk,"(37.748214, -122.433746)",+14155648309,4978_20160307,4978,1649 Castro St,2016-03-07 00:00:00,Food safety certificate or food handler card not available,4978_20160307_103157,-122.433746,CA,94114
Blue Sky Restaurant,72,37.798547,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798547, -122.410437)",,27680_20160307,27680,1504 Powell St,2016-03-07 00:00:00,Inadequate and inaccessible handwashing facilities,27680_20160307_103119,-122.410437,CA,94133
Safeway Store #4601,100,37.796984,Routine - Unscheduled,San Francisco,,"(37.796984, -122.398887)",,2949_20160307,2949,145 Jackson St,2016-03-07 00:00:00,,,-122.398887,CA,94111
Cafe Insalata,96,37.796854,Routine - Unscheduled,San Francisco,,"(37.796854, -122.399936)",,36602_20160307,36602,209 Jackson St,2016-03-07 00:00:00,,,-122.399936,CA,94111
IRMA'S PAMPANGA RESTAURANT,72,37.765123,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.765123, -122.417919)",+14155626688,2326_20160304,2326,2901 16th St,2016-03-04 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2326_20160304_103124,-122.417919,CA,94103
Twin Peaks Pizza and Pasta,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155699200,83953_20160304,83953,1681 Church St,2016-03-04 00:00:00,Other low risk violation,83953_20160304_103162,,CA,94131
TENDERLOIN ELEMENTARY SCHOOL,96,37.782034,Routine - Unscheduled,San Francisco,Low Risk,"(37.782034, -122.419777)",,10280_20160304,10280,627 TURK ST,2016-03-04 00:00:00,Unclean or degraded floors walls or ceilings,10280_20160304_103154,-122.419777,CA,94102
Cafe Du Soleil,92,37.771368,Routine - Unscheduled,San Francisco,Low Risk,"(37.771368, -122.430248)",+14155938637,4249_20160304,4249,200 FILLMORE St,2016-03-04 00:00:00,Inadequate warewashing facilities or equipment,4249_20160304_103143,-122.430248,CA,94117
ABE'S MARKET,98,37.772822,Routine - Unscheduled,San Francisco,,"(37.772822, -122.430498)",+14155862576,7095_20160304,7095,378 FILLMORE St,2016-03-04 00:00:00,,,-122.430498,CA,94117
Lahore Karahi,65,37.785635,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785635, -122.414779)",,69016_20160304,69016,612 O'Farrell St,2016-03-04 00:00:00,Inadequately cleaned or sanitized food contact surfaces,69016_20160304_103124,-122.414779,CA,94109
Farm:Table,89,,Routine - Unscheduled,San Francisco,High Risk,,,86161_20160303,86161,754 Post St,2016-03-03 00:00:00,Unclean hands or improper use of gloves,86161_20160303_103102,,CA,94109
