business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Cafe Ethiopia,98,37.758832,Routine - Unscheduled,San Francisco,Low Risk,"(37.758832, -122.421359)",+14155319097,929_20160622,929,0878 Valencia St,2016-06-22 00:00:00,Unapproved or unmaintained equipment or utensils,929_20160622_103144,-122.421359,CA,94110
EL VALENCIANO,88,37.754434,Routine - Unscheduled,San Francisco,Low Risk,"(37.754434, -122.420846)",+14155829561,3757_20160622,3757,1153 VALENCIA St,2016-06-22 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,3757_20160622_103149,-122.420846,CA,94110
Jenny's Restaurant,85,37.774722,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.774722, -122.406761)",,63131_20160622,63131,91 06th St,2016-06-22 00:00:00,Inadequate and inaccessible handwashing facilities,63131_20160622_103119,-122.406761,CA,94103
Beber,100,,Routine - Unscheduled,San Francisco,,,,87450_20160622,87450,550 Gene Friend Way,2016-06-22 00:00:00,,,,CA,94158
Garcon,92,37.755291,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.755291, -122.420898)",,2318_20160622,2318,1101 VALENCIA St,2016-06-22 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2318_20160622_103124,-122.420898,CA,94110
Mark Hopkins IC Hotel - Top of the Mark,96,,Routine - Unscheduled,San Francisco,Low Risk,,,78851_20160622,78851,999 California St,2016-06-22 00:00:00,Unclean nonfood contact surfaces,78851_20160622_103142,,CA,94108
"Edith's Food Company, Inc.",100,,Routine - Unscheduled,San Francisco,,,,76062_20160622,76062,505 Gene Friend Way,2016-06-22 00:00:00,,,,CA,94158
Sweetie's,96,37.804685,Routine - Unscheduled,San Francisco,Low Risk,"(37.804685, -122.412971)",,4416_20160622,4416,475 Francisco St,2016-06-22 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,4416_20160622_103149,-122.412971,CA,94133
Noodles & Company,88,,Routine - Unscheduled,San Francisco,Moderate Risk,,,79990_20160622,79990,155 04th St Suite 1050,2016-06-22 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,79990_20160622_103116,,CA,94103
Mark Hopkins InterContinental Hotel - Pastry Kitchen,93,,Routine - Unscheduled,San Francisco,High Risk,,,78848_20160622,78848,999 California St Basement (1B),2016-06-22 00:00:00,High risk food holding temperature,78848_20160622_103103,,CA,94108
Biscoff Coffee Corner,98,37.80824,Routine - Unscheduled,San Francisco,Low Risk,"(37.80824, -122.410189)",,4593_20160622,4593,Pier 39  Space Q2,2016-06-22 00:00:00,Unapproved or unmaintained equipment or utensils,4593_20160622_103144,-122.410189,CA,94133
SUPPENKUCHE,87,37.776294,Routine - Unscheduled,San Francisco,High Risk,"(37.776294, -122.426264)",,3643_20160622,3643,525 LAGUNA St,2016-06-22 00:00:00,Improper cooling methods,3643_20160622_103105,-122.426264,CA,94102
Domo,92,37.775902,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.775902, -122.426174)",,39513_20160622,39513,511 Laguna St,2016-06-22 00:00:00,Improper thawing methods,39513_20160622_103132,-122.426174,CA,94102
HAYES MARKET,98,37.776298,Routine - Unscheduled,San Francisco,Low Risk,"(37.776298, -122.427744)",,7653_20160622,7653,698 HAYES St,2016-06-22 00:00:00,Improper food storage,7653_20160622_103139,-122.427744,CA,94102
THE CAKEMAKER,100,37.775798,Routine - Unscheduled,San Francisco,,"(37.775798, -122.426187)",,7768_20160622,7768,509 LAGUNA St,2016-06-22 00:00:00,,,-122.426187,CA,94115
Petit Crenn,98,,Routine - Unscheduled,San Francisco,Low Risk,,,83497_20160622,83497,609 Hayes St,2016-06-22 00:00:00,Improper food storage,83497_20160622_103139,,CA,94102
Fun Food Partners,92,,Routine - Unscheduled,San Francisco,Low Risk,,,77644_20160621,77644,Pier 39 West Perimeter,2016-06-21 00:00:00,Permit license or inspection report not posted,77644_20160621_103156,,CA,
Hong Kong Lounge,65,37.780538,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.780538, -122.476632)",,70996_20160621,70996,5322 Geary Blvd,2016-06-21 00:00:00,Inadequate sewage or wastewater disposal,70996_20160621_103130,-122.476632,CA,94121
Native Juice Co.,88,,Routine - Unscheduled,San Francisco,Moderate Risk,,,81607_20160621,81607,168 Sutter St,2016-06-21 00:00:00,Inadequate and inaccessible handwashing facilities,81607_20160621_103119,,CA,94104
GEORGE'S ZOO,90,37.735488,Routine - Unscheduled,San Francisco,Low Risk,"(37.735488, -122.501599)",,4842_20160621,4842,2560 SLOAT Blvd,2016-06-21 00:00:00,Unclean or degraded floors walls or ceilings,4842_20160621_103154,-122.501599,CA,94116
Catering For Two Or More,87,37.717659,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.717659, -122.44005)",,58803_20160621,58803,5051 MISSION STREET,2016-06-21 00:00:00,Foods not protected from contamination,58803_20160621_103133,-122.44005,CA,94110
Montesacro,86,,Routine - Unscheduled,San Francisco,Low Risk,,,82538_20160621,82538,510 Stevenson St,2016-06-21 00:00:00,Inadequate warewashing facilities or equipment,82538_20160621_103143,,CA,
Fora Think Space,89,,Routine - Unscheduled,San Francisco,Moderate Risk,,,79138_20160621,79138,810 Battery St Suite 150,2016-06-21 00:00:00,Moderate risk food holding temperature,79138_20160621_103120,,CA,94111
Dumpling Kitchen,92,,Routine - Unscheduled,San Francisco,Low Risk,,+14155688938,76942_20160621,76942,1935 Taraval St,2016-06-21 00:00:00,Unapproved or unmaintained equipment or utensils,76942_20160621_103144,,CA,94116
GRAND LODGE OF CALIFORNIA,87,37.717659,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.717659, -122.44005)",,3476_20160621,3476,5051 MISSION St,2016-06-21 00:00:00,Foods not protected from contamination,3476_20160621_103133,-122.44005,CA,94112
STARBUCKS,96,37.777053,Routine - Unscheduled,San Francisco,Low Risk,"(37.777053, -122.416939)",,6636_20160621,6636,1390 MARKET St,2016-06-21 00:00:00,Low risk vermin infestation,6636_20160621_103161,-122.416939,CA,94102
SUBWAY 16604,87,37.783713,Routine - Unscheduled,San Francisco,Low Risk,"(37.783713, -122.419357)",+14155921055,1111_20160621,1111,753 POLK St,2016-06-21 00:00:00,Improper or defective plumbing,1111_20160621_103150,-122.419357,CA,94109
Chica,87,,Routine - Unscheduled,San Francisco,High Risk,,,85224_20160621,85224,120 Green St,2016-06-21 00:00:00,High risk food holding temperature,85224_20160621_103103,,CA,94111
Mission Cheese,87,37.761147,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761147, -122.421534)",+14155558667,65051_20160621,65051,736 Valencia St,2016-06-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,65051_20160621_103124,-122.421534,CA,94110
Hampton Inn San Francisco Downtown Convention Center,98,,Routine - Unscheduled,San Francisco,Low Risk,,,80925_20160621,80925,942 Mission St,2016-06-21 00:00:00,Improper or defective plumbing,80925_20160621_103150,,CA,
Saru,98,37.751648,Routine - Unscheduled,San Francisco,Low Risk,"(37.751648, -122.428783)",,67690_20160621,67690,3856 24th St,2016-06-21 00:00:00,Unclean nonfood contact surfaces,67690_20160621_103142,-122.428783,CA,94114
2001 THAI STICK,81,37.788104,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788104, -122.433694)",+14155886100,3910_20160621,3910,2001 FILLMORE St,2016-06-21 00:00:00,Moderate risk food holding temperature,3910_20160621_103120,-122.433694,CA,94115
Nourish Cafe,84,,Routine - Unscheduled,San Francisco,High Risk,,,81990_20160620,81990,189 06th Ave,2016-06-20 00:00:00,Unclean or unsanitary food contact surfaces,81990_20160620_103109,,CA,94118
KING'S BAKERY,89,37.751356,Routine - Unscheduled,San Francisco,High Risk,"(37.751356, -122.418414)",+14155284550,4558_20160620,4558,2846 MISSION St,2016-06-20 00:00:00,High risk food holding temperature,4558_20160620_103103,-122.418414,CA,94110
MINI CAFE,80,37.775867,Routine - Unscheduled,San Francisco,High Risk,"(37.775867, -122.419356)",+14155430177,1139_20160620,1139,28 VAN NESS,2016-06-20 00:00:00,High risk food holding temperature,1139_20160620_103103,-122.419356,CA,94102
City Smoke House LLC,89,,Routine - Unscheduled,San Francisco,Low Risk,,,77457_20160620,77457,35 06th St,2016-06-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,77457_20160620_103149,,CA,94103
Original Joe's,87,37.800363,Routine - Unscheduled,San Francisco,Low Risk,"(37.800363, -122.409477)",,68090_20160620,68090,601 Union St,2016-06-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,68090_20160620_103149,-122.409477,CA,94133
Mandalay Restaurant,80,37.785117,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785117, -122.464041)",,3566_20160620,3566,4348 California Street,2016-06-20 00:00:00,Moderate risk vermin infestation,3566_20160620_103131,-122.464041,CA,94118
TAQUERIA EL FAROLITO NO. 2,84,37.721251,Routine - Unscheduled,San Francisco,Low Risk,"(37.721251, -122.437385)",,827_20160620,827,4817 MISSION St,2016-06-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,827_20160620_103149,-122.437385,CA,94112
TURK & LARKIN DELI,73,37.782458,Routine - Unscheduled,San Francisco,Low Risk,"(37.782458, -122.416873)",+14155776889,3038_20160620,3038,476 TURK St,2016-06-20 00:00:00,Unclean or degraded floors walls or ceilings,3038_20160620_103154,-122.416873,CA,94102
Tamarind Hall,91,,Routine - Unscheduled,San Francisco,Low Risk,,,86213_20160620,86213,1268 Grant Ave,2016-06-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,86213_20160620_103149,,CA,94133
Crepe Temptations,90,37.761113,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761113, -122.489539)",,60290_20160620,60290,2575 Judah St,2016-06-20 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,60290_20160620_103116,-122.489539,CA,94122
Java Beach at the Zoo,94,37.735568,Routine - Unscheduled,San Francisco,Low Risk,"(37.735568, -122.50293)",,38073_20160620,38073,2650 SLOAT Blvd,2016-06-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,38073_20160620_103149,-122.50293,CA,94116
Peasant Pies,96,37.763904,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763904, -122.469149)",,36750_20160620,36750,1039 IRVING St,2016-06-20 00:00:00,Inadequate and inaccessible handwashing facilities,36750_20160620_103119,-122.469149,CA,94122
Red Cafe,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155281515,75792_20160620,75792,2894 Mission St,2016-06-20 00:00:00,Unclean nonfood contact surfaces,75792_20160620_103142,,CA,94110
Tommy's Joynt,78,,Routine - Unscheduled,San Francisco,High Risk,,,87613_20160620,87613,1101 Geary Blvd,2016-06-20 00:00:00,Improper cooling methods,87613_20160620_103105,,CA,94109
Hong Kee & Kim,75,,Routine - Unscheduled,San Francisco,High Risk,,,69962_20160617,69962,91 Drumm St,2016-06-17 00:00:00,Improper cooling methods,69962_20160617_103105,,CA,94111
THEM KY RESTAURANT,66,37.784193,Routine - Unscheduled,San Francisco,Low Risk,"(37.784193, -122.417967)",,703_20160617,703,717 ELLIS St,2016-06-17 00:00:00,Improper food storage,703_20160617_103139,-122.417967,CA,94109
Cafe Venue,87,37.783074,Routine - Unscheduled,San Francisco,Low Risk,"(37.783074, -122.406922)",+14155541144,29948_20160617,29948,67 05th St,2016-06-17 00:00:00,Inadequate ventilation or lighting,29948_20160617_103147,-122.406922,CA,94103
House of Bagels,82,37.780688,Routine - Unscheduled,San Francisco,Low Risk,"(37.780688, -122.473471)",,4654_20160617,4654,5030 Geary Blvd,2016-06-17 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,4654_20160617_103149,-122.473471,CA,94118
UPTOWN MARKET,82,37.784085,Routine - Unscheduled,San Francisco,Low Risk,"(37.784085, -122.417613)",,7589_20160617,7589,684 LARKIN St,2016-06-17 00:00:00,Food safety certificate or food handler card not available,7589_20160617_103157,-122.417613,CA,94109
Subway Sandwiches #61241,87,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155981866,81166_20160617,81166,1501 B Sloat Blvd,2016-06-17 00:00:00,Inadequately cleaned or sanitized food contact surfaces,81166_20160617_103124,,CA,94123
Bangkok Bistro,77,,Routine - Unscheduled,San Francisco,Moderate Risk,,,87068_20160617,87068,530 Valencia St,2016-06-17 00:00:00,Foods not protected from contamination,87068_20160617_103133,,CA,94110
Spin City Coffee Bar,96,37.748474,Routine - Unscheduled,San Francisco,Low Risk,"(37.748474, -122.429286)",,63016_20160617,63016,1299 SANCHEZ St,2016-06-17 00:00:00,Inadequate warewashing facilities or equipment,63016_20160617_103143,-122.429286,CA,94114
Cup,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155509573,77665_20160617,77665,6 Monterey Blvd,2016-06-17 00:00:00,Foods not protected from contamination,77665_20160617_103133,,CA,94131
Parc 55 San Francisco a Hilton Hotel,90,,Routine - Unscheduled,San Francisco,Low Risk,,,82078_20160617,82078,55 Cyril Magnin St 2nd Floor,2016-06-17 00:00:00,Inadequate warewashing facilities or equipment,82078_20160617_103143,,CA,94102
May's Coffee Shop,91,37.785457,Routine - Unscheduled,San Francisco,Low Risk,"(37.785457, -122.430317)",,34649_20160617,34649,1737 Post St #395,2016-06-17 00:00:00,Unclean or degraded floors walls or ceilings,34649_20160617_103154,-122.430317,CA,94115
ANDERSEN BAKERY,94,37.785457,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785457, -122.430317)",+14155565712,642_20160617,642,1737 POST St,2016-06-17 00:00:00,Inadequate and inaccessible handwashing facilities,642_20160617_103119,-122.430317,CA,94115
T & T Cafe,86,,Routine - Unscheduled,San Francisco,Moderate Risk,,,87761_20160616,87761,601 Broadway St,2016-06-16 00:00:00,Moderate risk food holding temperature,87761_20160616_103120,,CA,94133
IZZY'S STEAK & CHOP HOUSE,83,37.800384,Routine - Unscheduled,San Francisco,Low Risk,"(37.800384, -122.437864)",+14155560487,3885_20160616,3885,3345 STEINER St,2016-06-16 00:00:00,Unclean or degraded floors walls or ceilings,3885_20160616_103154,-122.437864,CA,94123
MEZES RESTAURANT,89,37.799988,Routine - Unscheduled,San Francisco,Low Risk,"(37.799988, -122.442367)",,2706_20160616,2706,2373 CHESTNUT St,2016-06-16 00:00:00,Unpermitted food facility,2706_20160616_103158,-122.442367,CA,94123
The Spanish Table,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,85063_20160616,85063,130 Clement St,2016-06-16 00:00:00,Moderate risk food holding temperature,85063_20160616_103120,,CA,94118
PRESIDIO GOLF CLUB,96,37.788807,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788807, -122.460845)",+14155751322,1989_20160616,1989,8 Presidio Terr,2016-06-16 00:00:00,Foods not protected from contamination,1989_20160616_103133,-122.460845,CA,94118
BEANERY INC.,96,37.764148,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764148, -122.464391)",+14155661090,251_20160616,251,602 Irving St,2016-06-16 00:00:00,Inadequately cleaned or sanitized food contact surfaces,251_20160616_103124,-122.464391,CA,94122
Target Store T-3201-Starbucks,94,,Routine - Unscheduled,San Francisco,Low Risk,,,82094_20160616,82094,225 Bush St #100,2016-06-16 00:00:00,Improper food labeling or menu misrepresentation,82094_20160616_103141,,CA,94104
Pissed Off Pete's,94,37.725391,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.725391, -122.434365)",,33638_20160616,33638,4528 MISSION St,2016-06-16 00:00:00,Moderate risk vermin infestation,33638_20160616_103131,-122.434365,CA,94112
Element D,100,,Routine - Unscheduled,San Francisco,,,,79546_20160616,79546,55 Duboce Ave,2016-06-16 00:00:00,,,,CA,94103
Ken's Kitchen,65,37.783356,Routine - Unscheduled,San Francisco,Low Risk,"(37.783356, -122.419196)",,18870_20160616,18870,700 Polk St,2016-06-16 00:00:00,Improper storage use or identification of toxic substances,18870_20160616_103138,-122.419196,CA,94109
Sushi Hana,80,37.783028,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783028, -122.420757)",,19641_20160616,19641,800 Van Ness Ave.,2016-06-16 00:00:00,Moderate risk vermin infestation,19641_20160616_103131,-122.420757,CA,94109
New Casa Maria,86,37.753844,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.753844, -122.416396)",,19131_20160616,19131,1201 So. Van Ness Ave.,2016-06-16 00:00:00,Moderate risk vermin infestation,19131_20160616_103131,-122.416396,CA,94110
DONA TERE'S MARKET,86,37.757578,Routine - Unscheduled,San Francisco,Low Risk,"(37.757578, -122.410392)",,7661_20160616,7661,2780 21st St,2016-06-16 00:00:00,Unclean nonfood contact surfaces,7661_20160616_103142,-122.410392,CA,94110
KISS SEAFOOD,94,37.786838,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.786838, -122.428317)",,1454_20160616,1454,1708 LAGUNA St,2016-06-16 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,1454_20160616_103116,-122.428317,CA,94115
Cafe Majestic,96,37.787118,Routine - Unscheduled,San Francisco,Low Risk,"(37.787118, -122.425414)",,66331_20160616,66331,1500 SUTTER St,2016-06-16 00:00:00,Unapproved or unmaintained equipment or utensils,66331_20160616_103144,-122.425414,CA,94109
"Le Soleil International Holdings, Inc",78,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155664848,81460_20160615,81460,133 Clement  St.,2016-06-15 00:00:00,Improper thawing methods,81460_20160615_103132,,CA,94118
Don Pisto Restaurants LLC,86,37.800628,Routine - Unscheduled,San Francisco,High Risk,"(37.800628, -122.407824)",,61351_20160615,61351,510 Union St,2016-06-15 00:00:00,Unclean hands or improper use of gloves,61351_20160615_103102,-122.407824,CA,94133
Shorty Goldstein's,86,37.789978,Routine - Unscheduled,San Francisco,Low Risk,"(37.789978, -122.402743)",,71473_20160615,71473,126 Sutter St,2016-06-15 00:00:00,Improper storage of equipment utensils or linens,71473_20160615_103145,-122.402743,CA,94104
Happy Cafe,68,37.782718,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.782718, -122.469492)",+14155278396,70892_20160615,70892,952 CLEMENT St,2016-06-15 00:00:00,Moderate risk vermin infestation,70892_20160615_103131,-122.469492,CA,94118
Starbucks Coffee,94,37.792773,Routine - Unscheduled,San Francisco,Low Risk,"(37.792773, -122.403567)",,1127_20160615,1127,555 California St,2016-06-15 00:00:00,Unclean nonfood contact surfaces,1127_20160615_103142,-122.403567,CA,94104
Tony's Pizza,86,37.800297,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800297, -122.409107)",,58879_20160615,58879,1570 Stockton St,2016-06-15 00:00:00,Improper thawing methods,58879_20160615_103132,-122.409107,CA,94133
"International School of Pizza, Inc.",88,37.800218,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800218, -122.409096)",,62990_20160615,62990,1556 Stockton St,2016-06-15 00:00:00,Inadequately cleaned or sanitized food contact surfaces,62990_20160615_103124,-122.409096,CA,94133
Mi Yucatan,92,,Routine - Unscheduled,San Francisco,Low Risk,,+14155284455,84543_20160615,84543,2845 Mission St,2016-06-15 00:00:00,Food safety certificate or food handler card not available,84543_20160615_103157,,CA,94110
RIVERSIDE SEAFOOD RESTAURANT,70,37.739065,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.739065, -122.479769)",,67154_20160615,67154,1201 VICENTE St,2016-06-15 00:00:00,Improper thawing methods,67154_20160615_103132,-122.479769,CA,94116
East & West Gourmet Food,100,,Routine - Unscheduled,San Francisco,,,+14155249999,60631_20160615,60631,270 Noe St,2016-06-15 00:00:00,,,,CA,94114
BISTRO AIX,89,37.800187,Routine - Unscheduled,San Francisco,High Risk,"(37.800187, -122.437756)",+14155200100,290_20160615,290,3340 STEINER St,2016-06-15 00:00:00,High risk vermin infestation,290_20160615_103114,-122.437756,CA,94123
Nick's Lighthouse,88,,Routine - Unscheduled,San Francisco,Low Risk,,,5316_20160615,5316,Pier 45  Shed B Space 1A,2016-06-15 00:00:00,Unapproved or unmaintained equipment or utensils,5316_20160615_103144,,CA,94133
Nick's Lighthouse,88,37.802479,Routine - Unscheduled,San Francisco,Low Risk,"(37.802479, -122.411234)",,1579_20160615,1579,Foot of Taylor St 5,2016-06-15 00:00:00,Unclean nonfood contact surfaces,1579_20160615_103142,-122.411234,CA,94133
Maruya,92,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155268641,76196_20160615,76196,2931 16th St,2016-06-15 00:00:00,Noncompliance with shell fish tags or display,76196_20160615_103125,,CA,94103
Nickies,92,37.772249,Routine - Unscheduled,San Francisco,Low Risk,"(37.772249, -122.429897)",,32693_20160615,32693,466 Haight St,2016-06-15 00:00:00,Unclean nonfood contact surfaces,32693_20160615_103142,-122.429897,CA,94117
Tenglong Chinese Restaurant,96,37.783108,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783108, -122.461482)",,70619_20160615,70619,208 CLEMENT St,2016-06-15 00:00:00,Moderate risk food holding temperature,70619_20160615_103120,-122.461482,CA,94118
NOC NOC,94,37.771964,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.771964, -122.431336)",+14155865811,3631_20160615,3631,557 HAIGHT St,2016-06-15 00:00:00,Insufficient hot water or running water,3631_20160615_103129,-122.431336,CA,94117
A16,96,37.800043,Routine - Unscheduled,San Francisco,Low Risk,"(37.800043, -122.442097)",+14155227444,10668_20160615,10668,2355 CHESTNUT ST,2016-06-15 00:00:00,Unclean or degraded floors walls or ceilings,10668_20160615_103154,-122.442097,CA,94123
Frascati,96,37.798392,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798392, -122.418923)",,18981_20160615,18981,1901 Hyde St,2016-06-15 00:00:00,Foods not protected from contamination,18981_20160615_103133,-122.418923,CA,94109
Orexi Inc.,88,37.738434,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.738434, -122.468438)",+14155863810,69217_20160615,69217,243 WEST PORTAL Ave,2016-06-15 00:00:00,Inadequate and inaccessible handwashing facilities,69217_20160615_103119,-122.468438,CA,94127
BULLSHEAD RESTAURANT,87,37.740785,Routine - Unscheduled,San Francisco,High Risk,"(37.740785, -122.465507)",+14155664350,1950_20160615,1950,840 ULLOA St,2016-06-15 00:00:00,Unclean or unsanitary food contact surfaces,1950_20160615_103109,-122.465507,CA,94127
Que Syrah,94,37.738609,Routine - Unscheduled,San Francisco,Low Risk,"(37.738609, -122.468423)",,18268_20160615,18268,230 West Portal Ave,2016-06-15 00:00:00,Food safety certificate or food handler card not available,18268_20160615_103157,-122.468423,CA,94127
Mamas on Washington Square,78,37.801554,Routine - Unscheduled,San Francisco,High Risk,"(37.801554, -122.409434)",,2172_20160615,2172,1701 Stockton St,2016-06-15 00:00:00,Unclean hands or improper use of gloves,2172_20160615_103102,-122.409434,CA,94133
YOU SEE SUSHI,83,37.762378,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.762378, -122.462692)",+14155684010,591_20160615,591,94 JUDAH St,2016-06-15 00:00:00,Moderate risk food holding temperature,591_20160615_103120,-122.462692,CA,94122
Elephant Sushi 3,96,,Routine - Unscheduled,San Francisco,Low Risk,,,77761_20160615,77761,705 Geary St,2016-06-15 00:00:00,Worker safety hazards,77761_20160615_103159,,CA,94109
The Spot Lounge,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155564464,83696_20160614,83696,2325 Taraval St,2016-06-14 00:00:00,Moderate risk food holding temperature,83696_20160614_103120,,CA,94116
Xiao Long Bao,83,37.783079,Routine - Unscheduled,San Francisco,High Risk,"(37.783079, -122.466017)",,68696_20160614,68696,625 Clement St,2016-06-14 00:00:00,Unclean hands or improper use of gloves,68696_20160614_103102,-122.466017,CA,
Lee's Deli,85,37.793996,Routine - Unscheduled,San Francisco,Low Risk,"(37.793996, -122.400096)",,66695_20160614,66695,280 Battery St,2016-06-14 00:00:00,No thermometers or uncalibrated thermometers,66695_20160614_103148,-122.400096,CA,94111
Wako Restaurant,92,,Routine - Unscheduled,San Francisco,Low Risk,,,75574_20160614,75574,211 Clement St,2016-06-14 00:00:00,Inadequate warewashing facilities or equipment,75574_20160614_103143,,CA,94118
Nizario's Pizza,90,37.781278,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781278, -122.460661)",,529_20160614,529,3840 Geary Blvd,2016-06-14 00:00:00,Inadequately cleaned or sanitized food contact surfaces,529_20160614_103124,-122.460661,CA,94118
Sauce SF,94,37.774644,Routine - Unscheduled,San Francisco,Low Risk,"(37.774644, -122.422554)",,1396_20160614,1396,131 GOUGH St,2016-06-14 00:00:00,Low risk vermin infestation,1396_20160614_103161,-122.422554,CA,94102
Orenchi,77,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14150829579,79654_20160614,79654,174 Valencia St,2016-06-14 00:00:00,Inadequate and inaccessible handwashing facilities,79654_20160614_103119,,CA,94103
HONG KONG RESTAURANT,74,37.727159,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.727159, -122.403452)",+14155461818,2599_20160614,2599,2728 SAN BRUNO Ave,2016-06-14 00:00:00,Moderate risk vermin infestation,2599_20160614_103131,-122.403452,CA,94134
SUSHI ZONE,80,37.771437,Routine - Unscheduled,San Francisco,Low Risk,"(37.771437, -122.423892)",+14155621114,50_20160614,50,1815  Market St.,2016-06-14 00:00:00,No thermometers or uncalibrated thermometers,50_20160614_103148,-122.423892,CA,94103
The Sunset's Best Seafood Restaurant,79,37.742048,Routine - Unscheduled,San Francisco,Low Risk,"(37.742048, -122.499002)",,985_20160614,985,3060 TARAVAL St,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,985_20160614_103154,-122.499002,CA,94116
Royal Ground Coffee,78,,Routine - Unscheduled,San Francisco,High Risk,,,83579_20160614,83579,2216 Polk St,2016-06-14 00:00:00,No hot water or running water,83579_20160614_103112,,CA,94109
Street Restaurant,80,37.796327,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.796327, -122.421911)",,2070_20160614,2070,2141 Polk St,2016-06-14 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2070_20160614_103124,-122.421911,CA,94109
Sotto Mare Oysteria & Seafood,74,,Routine - Unscheduled,San Francisco,High Risk,,+14155393181,80931_20160614,80931,552 Green St,2016-06-14 00:00:00,Unclean or unsanitary food contact surfaces,80931_20160614_103109,,CA,94133
Veraci Pizza,84,,Routine - Unscheduled,San Francisco,Low Risk,,,79196_20160614,79196,32 06th St,2016-06-14 00:00:00,Food safety certificate or food handler card not available,79196_20160614_103157,,CA,94103
Zpizza,94,37.774722,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.774722, -122.406761)",,65260_20160614,65260,833 Mission St Suite C & D1,2016-06-14 00:00:00,Inadequately cleaned or sanitized food contact surfaces,65260_20160614_103124,-122.406761,CA,94103
Sixth Course,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155726872,79783_20160614,79783,1544 15th St,2016-06-14 00:00:00,Foods not protected from contamination,79783_20160614_103133,,CA,94103
Pauline's Pizza,94,37.768677,Routine - Unscheduled,San Francisco,Low Risk,"(37.768677, -122.422275)",+14155552050,3752_20160614,3752,260 Valencia St,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,3752_20160614_103154,-122.422275,CA,94103
La Folie,90,37.798098,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798098, -122.422156)",,3338_20160614,3338,2316 Polk St,2016-06-14 00:00:00,Inadequate and inaccessible handwashing facilities,3338_20160614_103119,-122.422156,CA,94109
Caffe Moda,98,37.778468,Routine - Unscheduled,San Francisco,Low Risk,"(37.778468, -122.410029)",,66927_20160614,66927,160 07th St,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,66927_20160614_103154,-122.410029,CA,94103
